"date","campaign","sessions","ad.cost","ad.clicks","impressions"
2014-02-27,"Competencia Search - SOAT",21,77.3,26,240
2014-02-27,"Display - Mapfre Trebol Salud",0,23.44,53,38942
2014-02-27,"Display - Marcas de Autos - Mapfre Autos",71,35.86,101,36445
2014-02-27,"Display I - Mapfre Fondo Universitario",131,53.79,206,103122
2014-02-27,"RMKT - Web - Fondo Universitario",18,3.48,17,7096
2014-02-27,"RMKT - Web - Mapfre Autos",2,3.72,7,2702
2014-02-28,"Brand Search - Deceso, Sepelios y Camposanto",0,0.06,1,19
2014-02-28,"Brand Search - Fondo universitario",0,0,0,5
2014-02-28,"Brand Search - Mapfre Autos",119,43.51,139,930
2014-02-28,"Brand Search - Mapfre SCTR",5,0.96,5,5
2014-02-28,"Brand Search - Mapfre Trebol Salud",5,2.84,6,54
2014-02-28,"Brand Search - Soat",39,9.35,39,100
2014-02-28,"Categoria Search - Mapfre Trebol Salud",11,19.72,12,159
2014-02-28,"Categorias Search - Decesos, Sepelios y Camposanto",0,9.28,17,62
2014-02-28,"Categorias Search - Mapfre Autos",32,32.45,25,229
2014-02-28,"Categorias Search - Mapfre Fondo Universitario",46,40.51,27,360
2014-02-28,"Categorias Search - Mapfre SCTR",39,54.11,41,205
2014-02-28,"Categorias Search - SOAT",32,42.26,37,367
2014-02-28,"Competencia Search - Mapfre Autos",5,23.92,6,196
2014-02-28,"Competencia Search - Mapfre Fondo Universitario",7,4.09,5,227
2014-02-28,"Competencia Search - Mapfre Trebol Salud",0,0,0,30
2014-02-28,"Competencia Search - SOAT",37,63.1,30,251
2014-02-28,"Display - Mapfre Trebol Salud",0,22.77,58,48729
2014-02-28,"Display - Marcas de Autos - Mapfre Autos",57,30.28,90,35358
2014-02-28,"Display I - Mapfre Fondo Universitario",117,52.41,198,89136
2014-02-28,"RMKT - Web - Fondo Universitario",16,6.01,26,7051
2014-02-28,"RMKT - Web - Mapfre Autos",7,6.35,5,2405
2014-03-01,"Brand Search - Deceso, Sepelios y Camposanto",0,0.66,6,17
2014-03-01,"Brand Search - Fondo universitario",0,0,0,7
2014-03-01,"Brand Search - Mapfre Autos",94,20.54,84,438
2014-03-01,"Brand Search - Mapfre SCTR",7,0.93,3,3
2014-03-01,"Brand Search - Mapfre Trebol Salud",11,0.83,6,22
2014-03-01,"Brand Search - Soat",30,6.13,22,75
2014-03-01,"Categoria Search - Mapfre Trebol Salud",14,30.33,17,129
2014-03-01,"Categorias Search - Decesos, Sepelios y Camposanto",0,2.42,4,53
2014-03-01,"Categorias Search - Mapfre Autos",18,26.12,19,127
2014-03-01,"Categorias Search - Mapfre Fondo Universitario",11,16.09,9,148
2014-03-01,"Categorias Search - Mapfre SCTR",11,9.71,10,127
2014-03-01,"Categorias Search - SOAT",23,19.38,21,180
2014-03-01,"Competencia Search - Mapfre Autos",0,1.64,2,70
2014-03-01,"Competencia Search - Mapfre Fondo Universitario",11,11.7,9,246
2014-03-01,"Competencia Search - Mapfre Trebol Salud",0,0,0,10
2014-03-01,"Competencia Search - SOAT",11,29.8,17,108
2014-03-01,"Display - Mapfre Trebol Salud",0,24.6,72,40996
2014-03-01,"Display - Marcas de Autos - Mapfre Autos",46,25.22,90,33285
2014-03-01,"Display I - Mapfre Fondo Universitario",188,62.36,280,136190
2014-03-01,"RMKT - Web - Fondo Universitario",14,3.75,24,6890
2014-03-01,"RMKT - Web - Mapfre Autos",7,4.89,7,1636
2014-03-02,"Brand Search - Deceso, Sepelios y Camposanto",0,0,0,15
2014-03-02,"Brand Search - Fondo universitario",0,0.33,1,5
2014-03-02,"Brand Search - Mapfre Autos",32,4.53,27,200
2014-03-02,"Brand Search - Mapfre Trebol Salud",2,2,3,23
2014-03-02,"Brand Search - Soat",5,0.96,7,35
2014-03-02,"Categoria Search - Mapfre Trebol Salud",11,30.57,19,123
2014-03-02,"Categorias Search - Decesos, Sepelios y Camposanto",0,0,0,100
2014-03-02,"Categorias Search - Mapfre Autos",14,15.08,11,80
2014-03-02,"Categorias Search - Mapfre Fondo Universitario",7,23.67,13,184
2014-03-02,"Categorias Search - Mapfre SCTR",14,10.6,13,84
2014-03-02,"Categorias Search - SOAT",14,16.58,14,103
2014-03-02,"Competencia Search - Mapfre Autos",5,5.26,5,45
2014-03-02,"Competencia Search - Mapfre Fondo Universitario",2,11.44,3,115
2014-03-02,"Competencia Search - Mapfre Trebol Salud",0,0,0,1
2014-03-02,"Competencia Search - SOAT",23,38.76,12,46
2014-03-02,"Display - Mapfre Trebol Salud",0,25.62,84,48505
2014-03-02,"Display - Marcas de Autos - Mapfre Autos",66,28.68,91,31887
2014-03-02,"Display I - Mapfre Fondo Universitario",202,62.1,275,119002
2014-03-02,"RMKT - Web - Fondo Universitario",16,5.7,26,6813
2014-03-02,"RMKT - Web - Mapfre Autos",11,7.65,10,1607
2014-03-03,"Brand Search - Deceso, Sepelios y Camposanto",0,0.42,6,16
2014-03-03,"Brand Search - Fondo universitario",0,0.48,2,10
2014-03-03,"Brand Search - Mapfre Autos",149,37.69,144,1091
2014-03-03,"Brand Search - Mapfre SCTR",2,0.05,1,8
2014-03-03,"Brand Search - Mapfre Trebol Salud",18,7.69,21,88
2014-03-03,"Brand Search - Soat",46,14.7,44,122
2014-03-03,"Categoria Search - Mapfre Trebol Salud",25,47.75,30,273
2014-03-03,"Categorias Search - Decesos, Sepelios y Camposanto",0,7.39,22,197
2014-03-03,"Categorias Search - Mapfre Autos",69,50.8,41,287
2014-03-03,"Categorias Search - Mapfre Fondo Universitario",21,45.03,18,163
2014-03-03,"Categorias Search - Mapfre SCTR",34,45.68,39,356
2014-03-03,"Categorias Search - SOAT",48,54.5,43,275
2014-03-03,"Competencia Search - Mapfre Autos",7,26.03,8,148
2014-03-03,"Competencia Search - Mapfre Fondo Universitario",0,11.76,2,83
2014-03-03,"Competencia Search - Mapfre Trebol Salud",0,0,0,48
2014-03-03,"Competencia Search - SOAT",11,76.8,23,207
2014-03-03,"Display - Mapfre Trebol Salud",0,27.09,71,51271
2014-03-03,"Display - Marcas de Autos - Mapfre Autos",71,28.02,102,37844
2014-03-03,"Display I - Mapfre Fondo Universitario",177,65.07,283,147690
2014-03-03,"RMKT - Web - Fondo Universitario",18,3.4,18,8310
2014-03-03,"RMKT - Web - Mapfre Autos",7,3.44,10,2755
2014-03-04,"Brand Search - Deceso, Sepelios y Camposanto",0,0.37,4,16
2014-03-04,"Brand Search - Fondo universitario",2,0.89,2,5
2014-03-04,"Brand Search - Mapfre Autos",138,34.99,154,1066
2014-03-04,"Brand Search - Mapfre SCTR",0,0.72,3,5
2014-03-04,"Brand Search - Mapfre Trebol Salud",9,6.62,20,111
2014-03-04,"Brand Search - Soat",18,8.35,31,90
2014-03-04,"Categoria Search - Mapfre Trebol Salud",18,60.43,32,253
2014-03-04,"Categorias Search - Decesos, Sepelios y Camposanto",0,4.66,7,84
2014-03-04,"Categorias Search - Mapfre Autos",37,48.51,36,249
2014-03-04,"Categorias Search - Mapfre Fondo Universitario",16,42.39,23,242
2014-03-04,"Categorias Search - Mapfre SCTR",23,33.26,30,313
2014-03-04,"Categorias Search - SOAT",48,53.6,45,341
2014-03-04,"Competencia Search - Mapfre Autos",7,22.53,9,286
2014-03-04,"Competencia Search - Mapfre Fondo Universitario",5,11.28,3,179
2014-03-04,"Competencia Search - Mapfre Trebol Salud",0,0,0,20
2014-03-04,"Competencia Search - SOAT",23,76.3,24,145
2014-03-04,"Display - Mapfre Trebol Salud",0,26.58,66,36565
2014-03-04,"Display - Marcas de Autos - Mapfre Autos",89,35.62,110,35885
2014-03-04,"Display I - Mapfre Fondo Universitario",163,63.22,268,149330
2014-03-04,"Display Infografia - Embarazo Saludable",18,27.24,48,19194
2014-03-04,"RMKT - Web - Fondo Universitario",18,6.12,30,8468
2014-03-04,"RMKT - Web - Mapfre Autos",11,8.76,15,2638
2014-03-05,"Brand Search - Deceso, Sepelios y Camposanto",0,0.48,5,18
2014-03-05,"Brand Search - Fondo universitario",7,0.92,4,13
2014-03-05,"Brand Search - Mapfre Autos",142,36.25,149,976
2014-03-05,"Brand Search - Mapfre SCTR",0,0.37,2,7
2014-03-05,"Brand Search - Mapfre Trebol Salud",16,7.14,14,92
2014-03-05,"Brand Search - Soat",18,8.91,24,111
2014-03-05,"Categoria Search - Mapfre Trebol Salud",11,63.34,28,234
2014-03-05,"Categorias Search - Decesos, Sepelios y Camposanto",0,4.56,5,44
2014-03-05,"Categorias Search - Mapfre Autos",44,46.34,36,244
2014-03-05,"Categorias Search - Mapfre Fondo Universitario",28,41.78,21,253
2014-03-05,"Categorias Search - Mapfre SCTR",39,47.13,39,324
2014-03-05,"Categorias Search - SOAT",41,32.65,28,338
2014-03-05,"Competencia Search - Mapfre Autos",7,11.7,3,267
2014-03-05,"Competencia Search - Mapfre Fondo Universitario",2,10.3,2,71
2014-03-05,"Competencia Search - Mapfre Trebol Salud",0,0,0,53
2014-03-05,"Competencia Search - SOAT",23,57.04,20,183
2014-03-05,"Display - Mapfre Trebol Salud",0,27.34,73,43158
2014-03-05,"Display - Marcas de Autos - Mapfre Autos",99,37.59,122,37154
2014-03-05,"Display I - Mapfre Fondo Universitario",124,62.31,266,136194
2014-03-05,"Display Infografia - Embarazo Saludable",21,27.12,27,6903
2014-03-05,"RMKT - Web - Fondo Universitario",18,6.71,30,8276
2014-03-05,"RMKT - Web - Mapfre Autos",2,5.87,7,2703
2014-03-06,"Brand Search - Deceso, Sepelios y Camposanto",0,0.32,5,17
2014-03-06,"Brand Search - Fondo universitario",2,0.97,2,11
2014-03-06,"Brand Search - Mapfre Autos",112,33.9,139,1022
2014-03-06,"Brand Search - Mapfre SCTR",5,1.44,4,12
2014-03-06,"Brand Search - Mapfre Trebol Salud",50,5.89,22,106
2014-03-06,"Brand Search - Soat",21,9.41,24,83
2014-03-06,"Categoria Search - Mapfre Trebol Salud",37,55.99,29,246
2014-03-06,"Categorias Search - Decesos, Sepelios y Camposanto",0,0,0,27
2014-03-06,"Categorias Search - Mapfre Autos",32,46.86,35,270
2014-03-06,"Categorias Search - Mapfre Fondo Universitario",14,41.14,20,260
2014-03-06,"Categorias Search - Mapfre SCTR",25,27.89,28,245
2014-03-06,"Categorias Search - SOAT",78,51.98,44,302
2014-03-06,"Competencia Search - Mapfre Autos",5,6.89,5,197
2014-03-06,"Competencia Search - Mapfre Fondo Universitario",2,11.99,1,46
2014-03-06,"Competencia Search - Mapfre Trebol Salud",0,0,0,34
2014-03-06,"Competencia Search - SOAT",34,47.75,27,181
2014-03-06,"Display - Mapfre Trebol Salud",34,25.15,72,47395
2014-03-06,"Display - Marcas de Autos - Mapfre Autos",66,27.14,91,38214
2014-03-06,"Display I - Mapfre Fondo Universitario",131,63.2,256,137824
2014-03-06,"Display Infografia - Embarazo Saludable",41,28.46,62,8566
2014-03-06,"RMKT - Web - Fondo Universitario",23,6.34,27,8338
2014-03-06,"RMKT - Web - Mapfre Autos",5,6.7,10,2625
2014-03-07,"Brand Search - Deceso, Sepelios y Camposanto",0,0.59,4,21
2014-03-07,"Brand Search - Fondo universitario",5,0.85,4,14
2014-03-07,"Brand Search - Mapfre Autos",96,35.67,105,855
2014-03-07,"Brand Search - Mapfre SCTR",0,0,0,2
2014-03-07,"Brand Search - Mapfre Trebol Salud",37,6.61,24,126
2014-03-07,"Brand Search - Soat",28,5.96,27,82
2014-03-07,"Categoria Search - Mapfre Trebol Salud",44,62.85,29,199
2014-03-07,"Categorias Search - Decesos, Sepelios y Camposanto",0,0.58,1,18
2014-03-07,"Categorias Search - Mapfre Autos",30,45.07,32,226
2014-03-07,"Categorias Search - Mapfre Fondo Universitario",21,40.76,22,169
2014-03-07,"Categorias Search - Mapfre SCTR",34,32.01,31,278
2014-03-07,"Categorias Search - SOAT",14,28.24,28,288
2014-03-07,"Competencia Search - Mapfre Autos",0,8.95,3,215
2014-03-07,"Competencia Search - Mapfre Fondo Universitario",2,9.44,4,141
2014-03-07,"Competencia Search - Mapfre Trebol Salud",0,0,0,13
2014-03-07,"Competencia Search - SOAT",16,53.06,22,199
2014-03-07,"Display - Mapfre Trebol Salud",53,25.25,82,57283
2014-03-07,"Display - Marcas de Autos - Mapfre Autos",53,33.47,103,37745
2014-03-07,"Display I - Mapfre Fondo Universitario",133,62.81,258,154016
2014-03-07,"Display Infografia - Embarazo Saludable",25,30.86,56,6023
2014-03-07,"RMKT - Web - Fondo Universitario",48,4.73,20,8716
2014-03-07,"RMKT - Web - Mapfre Autos",2,2.02,6,2545
2014-03-08,"Brand Search - Deceso, Sepelios y Camposanto",0,0.1,1,4
2014-03-08,"Brand Search - Fondo universitario",0,0,0,1
2014-03-08,"Brand Search - Mapfre Autos",37,6.33,27,304
2014-03-08,"Brand Search - Mapfre SCTR",0,0.26,1,4
2014-03-08,"Brand Search - Mapfre Trebol Salud",14,4.01,10,67
2014-03-08,"Brand Search - Soat",23,6.2,18,59
2014-03-08,"Categoria Search - Mapfre Trebol Salud",7,31.67,15,112
2014-03-08,"Categorias Search - Decesos, Sepelios y Camposanto",0,3.73,8,24
2014-03-08,"Categorias Search - Mapfre Autos",5,19.37,12,118
2014-03-08,"Categorias Search - Mapfre Fondo Universitario",16,18.73,10,147
2014-03-08,"Categorias Search - Mapfre SCTR",11,15.66,12,124
2014-03-08,"Categorias Search - SOAT",39,30.92,27,197
2014-03-08,"Competencia Search - Mapfre Autos",0,1.89,2,70
2014-03-08,"Competencia Search - Mapfre Fondo Universitario",0,11.45,1,15
2014-03-08,"Competencia Search - Mapfre Trebol Salud",0,0,0,8
2014-03-08,"Competencia Search - SOAT",5,35.96,13,95
2014-03-08,"Display - Mapfre Trebol Salud",46,25.79,83,50331
2014-03-08,"Display - Marcas de Autos - Mapfre Autos",44,26.81,88,35286
2014-03-08,"Display I - Mapfre Fondo Universitario",160,60.92,265,133184
2014-03-08,"Display Infografia - Embarazo Saludable",55,24.1,72,9244
2014-03-08,"RMKT - Web - Fondo Universitario",25,7.2,31,8131
2014-03-08,"RMKT - Web - Mapfre Autos",9,6.53,11,1881
2014-03-09,"Brand Search - Deceso, Sepelios y Camposanto",0,0.15,2,14
2014-03-09,"Brand Search - Fondo universitario",0,0,0,5
2014-03-09,"Brand Search - Mapfre Autos",23,8.35,29,250
2014-03-09,"Brand Search - Mapfre SCTR",0,0.15,1,2
2014-03-09,"Brand Search - Mapfre Trebol Salud",9,3.35,13,67
2014-03-09,"Brand Search - Soat",7,7.58,16,33
2014-03-09,"Categoria Search - Mapfre Trebol Salud",14,23.68,12,89
2014-03-09,"Categorias Search - Decesos, Sepelios y Camposanto",0,1.36,2,7
2014-03-09,"Categorias Search - Mapfre Autos",11,30.85,22,105
2014-03-09,"Categorias Search - Mapfre Fondo Universitario",9,21.43,10,199
2014-03-09,"Categorias Search - Mapfre SCTR",16,15.03,13,86
2014-03-09,"Categorias Search - SOAT",18,13.81,13,120
2014-03-09,"Competencia Search - Mapfre Autos",5,7.07,3,52
2014-03-09,"Competencia Search - Mapfre Fondo Universitario",2,8.19,4,188
2014-03-09,"Competencia Search - Mapfre Trebol Salud",0,0,0,3
2014-03-09,"Competencia Search - SOAT",9,40.56,11,37
2014-03-09,"Display - Mapfre Trebol Salud",34,24.66,80,54709
2014-03-09,"Display - Marcas de Autos - Mapfre Autos",76,39.47,101,35971
2014-03-09,"Display I - Mapfre Fondo Universitario",165,60,255,113523
2014-03-09,"Display Infografia - Embarazo Saludable",50,24.15,80,9784
2014-03-09,"RMKT - Web - Fondo Universitario",16,4.06,19,7795
2014-03-09,"RMKT - Web - Mapfre Autos",9,4.6,9,1786
2014-03-10,"(not set)",2,0,0,0
2014-03-10,"Brand Search - Deceso, Sepelios y Camposanto",0,0.23,5,16
2014-03-10,"Brand Search - Fondo universitario",9,1.89,8,15
2014-03-10,"Brand Search - Mapfre Autos",170,50.88,165,1072
2014-03-10,"Brand Search - Mapfre SCTR",5,0.87,4,7
2014-03-10,"Brand Search - Mapfre Trebol Salud",34,8.54,24,143
2014-03-10,"Brand Search - Soat",50,16.05,42,101
2014-03-10,"Categoria Search - Mapfre Trebol Salud",28,67.78,32,228
2014-03-10,"Categorias Search - Decesos, Sepelios y Camposanto",0,9.41,19,24
2014-03-10,"Categorias Search - Mapfre Autos",32,42.36,34,261
2014-03-10,"Categorias Search - Mapfre Fondo Universitario",18,45.73,18,263
2014-03-10,"Categorias Search - Mapfre SCTR",37,53.99,47,324
2014-03-10,"Categorias Search - SOAT",23,42.17,37,348
2014-03-10,"Competencia Search - Mapfre Autos",9,30.64,9,186
2014-03-10,"Competencia Search - Mapfre Fondo Universitario",7,9.91,7,204
2014-03-10,"Competencia Search - Mapfre Trebol Salud",0,0,0,32
2014-03-10,"Competencia Search - SOAT",32,65.25,30,216
2014-03-10,"Display - Mapfre Trebol Salud",28,16.74,44,34644
2014-03-10,"Display - Marcas de Autos - Mapfre Autos",41,24.57,76,40507
2014-03-10,"Display I - Mapfre Fondo Universitario",165,62.9,253,154399
2014-03-10,"Display Infografia - Embarazo Saludable",44,25.66,60,9465
2014-03-10,"RMKT - Web - Fondo Universitario",30,8.66,38,8702
2014-03-10,"RMKT - Web - Mapfre Autos",21,10,13,2743
2014-03-11,"Brand Search - Deceso, Sepelios y Camposanto",0,0.26,4,24
2014-03-11,"Brand Search - Fondo universitario",5,0.59,2,9
2014-03-11,"Brand Search - Mapfre Autos",154,46.72,149,997
2014-03-11,"Brand Search - Mapfre SCTR",2,1.41,6,7
2014-03-11,"Brand Search - Mapfre Trebol Salud",34,7.67,23,125
2014-03-11,"Brand Search - Soat",18,9.05,41,109
2014-03-11,"Categoria Search - Mapfre Trebol Salud",28,66.06,29,214
2014-03-11,"Categorias Search - Decesos, Sepelios y Camposanto",0,1.34,3,68
2014-03-11,"Categorias Search - Mapfre Autos",48,43.07,33,175
2014-03-11,"Categorias Search - Mapfre Fondo Universitario",25,20.8,13,220
2014-03-11,"Categorias Search - Mapfre SCTR",30,34.58,27,184
2014-03-11,"Categorias Search - SOAT",25,27.79,25,319
2014-03-11,"Competencia Search - Mapfre Autos",9,18.42,8,226
2014-03-11,"Competencia Search - Mapfre Fondo Universitario",2,10.14,1,24
2014-03-11,"Competencia Search - Mapfre Trebol Salud",0,0,0,32
2014-03-11,"Competencia Search - SOAT",30,46.94,29,208
2014-03-11,"Display - Marcas de Autos - Mapfre Autos",73,31.74,89,37524
2014-03-11,"Display I - Mapfre Fondo Universitario",158,62.14,270,137299
2014-03-11,"Display Infografia - Embarazo Saludable",23,24.81,55,7259
2014-03-11,"RMKT - Web - Fondo Universitario",5,4.62,22,8812
2014-03-11,"RMKT - Web - Mapfre Autos",7,2.8,3,2534
2014-03-12,"Brand Search - Deceso, Sepelios y Camposanto",0,0.5,8,17
2014-03-12,"Brand Search - Fondo universitario",0,1.09,4,13
2014-03-12,"Brand Search - Mapfre Autos",160,47.2,153,1055
2014-03-12,"Brand Search - Mapfre SCTR",7,2.3,9,13
2014-03-12,"Brand Search - Mapfre Trebol Salud",21,4.29,23,133
2014-03-12,"Brand Search - Soat",32,9.44,34,83
2014-03-12,"Categoria Search - Mapfre Trebol Salud",28,66.34,34,220
2014-03-12,"Categorias Search - Decesos, Sepelios y Camposanto",0,1.93,1,24
2014-03-12,"Categorias Search - Mapfre Autos",46,42.05,33,201
2014-03-12,"Categorias Search - Mapfre Fondo Universitario",9,15.91,12,215
2014-03-12,"Categorias Search - Mapfre SCTR",34,32.25,26,155
2014-03-12,"Categorias Search - SOAT",34,42.25,38,349
2014-03-12,"Competencia Search - Mapfre Autos",2,11.41,3,59
2014-03-12,"Competencia Search - Mapfre Fondo Universitario",11,9.86,9,212
2014-03-12,"Competencia Search - Mapfre Trebol Salud",0,0,0,27
2014-03-12,"Competencia Search - SOAT",23,55.9,23,141
2014-03-12,"Display - Marcas de Autos - Mapfre Autos",53,27.92,77,33943
2014-03-12,"Display I - Mapfre Fondo Universitario",257,59.5,243,105882
2014-03-12,"Display Infografia - Embarazo Saludable",25,24.41,63,6015
2014-03-12,"RMKT - Web - Fondo Universitario",25,5.71,25,8257
2014-03-12,"RMKT - Web - Mapfre Autos",11,10.37,7,2111
2014-03-13,"Brand Search - Deceso, Sepelios y Camposanto",0,0.4,7,21
2014-03-13,"Brand Search - Fondo universitario",5,1.9,5,15
2014-03-13,"Brand Search - Mapfre Autos",177,53.5,195,931
2014-03-13,"Brand Search - Mapfre SCTR",0,0.52,1,5
2014-03-13,"Brand Search - Mapfre Trebol Salud",14,8.93,23,104
2014-03-13,"Brand Search - Soat",44,17.78,44,113
2014-03-13,"Categoria Search - Mapfre Trebol Salud",34,66.72,32,146
2014-03-13,"Categorias Search - Decesos, Sepelios y Camposanto",0,3.33,4,121
2014-03-13,"Categorias Search - Mapfre Autos",41,46.68,35,224
2014-03-13,"Categorias Search - Mapfre Fondo Universitario",2,15.75,8,87
2014-03-13,"Categorias Search - Mapfre SCTR",25,31.02,27,147
2014-03-13,"Categorias Search - SOAT",25,36.65,27,204
2014-03-13,"Competencia Search - Mapfre Autos",2,11.72,3,45
2014-03-13,"Competencia Search - Mapfre Fondo Universitario",2,9.71,10,203
2014-03-13,"Competencia Search - Mapfre Trebol Salud",0,0,0,38
2014-03-13,"Competencia Search - SOAT",16,44.19,14,93
2014-03-13,"Display - Marcas de Autos - Mapfre Autos",46,20.81,63,30614
2014-03-13,"Display I - Mapfre Fondo Universitario",158,58.92,239,110552
2014-03-13,"Display Infografia - Embarazo Saludable",48,27.17,78,7296
2014-03-13,"RMKT - Web - Fondo Universitario",18,6.72,28,9405
2014-03-13,"RMKT - Web - Mapfre Autos",5,10.73,8,2479
2014-03-14,"Brand Search - Deceso, Sepelios y Camposanto",0,0.19,4,13
2014-03-14,"Brand Search - Fondo universitario",0,0.86,3,10
2014-03-14,"Brand Search - Mapfre Autos",195,50.57,193,932
2014-03-14,"Brand Search - Mapfre SCTR",0,0.18,1,4
2014-03-14,"Brand Search - Mapfre Trebol Salud",16,5.83,13,81
2014-03-14,"Brand Search - Soat",37,10.23,38,88
2014-03-14,"Categoria Search - Mapfre Trebol Salud",21,46.95,27,246
2014-03-14,"Categorias Search - Decesos, Sepelios y Camposanto",0,5.86,6,27
2014-03-14,"Categorias Search - Mapfre Autos",21,36.33,29,158
2014-03-14,"Categorias Search - Mapfre Fondo Universitario",14,17.56,9,74
2014-03-14,"Categorias Search - Mapfre SCTR",34,30.39,26,198
2014-03-14,"Categorias Search - SOAT",21,31.67,26,370
2014-03-14,"Competencia Search - Mapfre Autos",9,5.29,5,101
2014-03-14,"Competencia Search - Mapfre Fondo Universitario",2,9.88,2,6
2014-03-14,"Competencia Search - SOAT",7,23,6,51
2014-03-14,"Display - Marcas de Autos - Mapfre Autos",32,20.02,51,23941
2014-03-14,"Display I - Mapfre Fondo Universitario",147,55.95,220,99170
2014-03-14,"Display Infografia - Embarazo Saludable",32,27.68,54,7505
